Date;Map Thumb;Northern Areas;Southern Areas;Wind Speed;Wind Direction;Avalanche Activity;Notes
Saturday 4/4/20;NA;"0.0/0"" Alpine
0.0/0"" Shower
0.0/0"" Timber";"0.2/2"" Carrot
0.3/3"" Madison
/ 
0.3/3"" Fisher";10-25 G30-45;SW-W;"Snowmobile triggered slab Portal Creek;Skier triggered thin slab in Beehive";
Friday 4/3/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";5-15;SW-NW;Large collapse near Ross Peak;
Thursday 4/2/20;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.2/2"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.2/2"" Fisher";5-15 G30;E-NE;"Small new snow natural in Cooke City;Multiple skier triggered slides in Bridgers;Natural slab near Cooke";
Wednesday 4/1/20;NA;"0.9/10"" Alpine
0.8/6"" Shower
1.0/13"" Timber";"0.6/5"" Carrot
1.0/8"" Madison
/ 
1.0/10"" Fisher";"10-20 G40
G65 in Cooke City";W;"Skier caught in large sluff at Bridger Bowl;Slope fractured, but did not slide on Buck Ridge;Multiple signs of instability above Hebgen Lake;Collapsing and natural avalanches at Quake Lake;Skier triggered small sluffs on Little Ellis;Natural avalanche on Saddle Peak";@0600
Tuesday 3/31/20;NA;"0.4/3"" Alpine
0.3/3"" Shower
0.4/4"" Lone";"0.7/4"" Carrot
1.1/8"" Black Bear
/ 
0.6/6"" Fisher";"20-30 G30-60
5 G28 Bridger";SW;;@0600
Monday 3/30/20;NA;"0.1/2"" Alpine
0.0/0"" Shower
0.1/1"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";5-15 G20-30;SW;"Natural on Blackmore, North face.;Natural small slab and many wet loose in Bridgers";
Sunday 3/29/20;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.1/1"" Lone";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";5-10 G20;W-SW;"Natural cornice triggered in Maid of the Mist basin;Cornice Fall near Fairy Lake;Snowmobile triggered on Buck Ridge;Natural avalanche near Cedar Mtn.";
Saturday 3/28/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.1/1"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G15-30;W-NW;;
Friday 3/27/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-20 G25-30;SW-W;Collapse near Ross Peak;
Thursday 3/26/20;NA;"0.2/2"" Brackett
0.4/5"" Shower
0.5/6"" Timber";"0.3/3"" Carrot
0.3/3"" Madison
/ 
0.4/5"" Fisher";5-10 G20;SW-NW;"Skier triggered wind slab near Cooke;Many natural and skier triggered wind slabs in N. Madison;Skier triggered avalanche near Bridger Bowl;Natural windslabs near Quake Lake;Natural and skier triggered slides in Hyalite;Skier triggered slide in Twin Falls Basin";
Wednesday 3/25/20;NA;"0.7/7"" Brackett
0.5/6"" Shower
0.6/12"" Timber";"0.4/6"" Carrot
0.3/5"" Madison
/ 
0.6/10"" Fisher";"10-25 G50 
5 G15 in Bridger Range";SW-W;"Natural avalanches in the new snow, Bridger Range;Natural avalanches in new snow in Bridgers;Natural avalanche in Cooke";
Tuesday 3/24/20;NA;"0.2/2"" Alpine
0.0/0"" Shower
0.1/1"" Lobo";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";10-20 G40;W-SW;Human Triggered Soft Slab Avalanches - Mt Blackmore;
Monday 3/23/20;NA;"0.0/0"" Bridger
0.1/1"" Shower
0.1/2"" Timber";"0.0/0"" Carrot
0.1/1"" Madison
/ 
0.1/2"" Fisher";10-20 G35;WSW;;
Sunday 3/22/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20-30;W;Small soft slabs northern Madison range;
Saturday 3/21/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G20-20;W-NW;"Skier triggered wind slab on Wilson Peak;Wet loose slides near Big Sky";
Friday 3/20/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";5-15;W-SE;"Skier triggered avalanche to ground on Knowles Peak;Skier triggered cornice and deep slab on Emigrant Peak";
Thursday 3/19/20;NA;"0.1/1"" Brackett
0.0/0"" Shower
0.1/1"" Lone";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.5/4"" Fisher";5-10 G20;W-N;;
Wednesday 3/18/20;NA;"0.0/0"" Brackett
0.3/3"" Shower
0.0/0"" Lone";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";10 G20;S-SW;;
Tuesday 3/17/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.0/0"" Fisher";5-15 G25;SW-W;Wet, loose avalanches, Dudley Creek;
Monday 3/16/20;NA;"0.2/2"" Brackett
0.2/2"" Shower
0.4/4"" Timber";"0.4/4"" Carrot
0.5/5"" Madison
/ 
0.6/6"" Fisher";0-10 G15-20;"WSW
N-NE - s. Ranges";"Natural Avalanche Upper Republic Creek;Natural Wet, Loose Avalanches Bridgers;Intentionally Triggered Wind Slab - Northern Bridgers;Natural Wet Snow Avalanche, Dudley Creek;Natural avalanche north of Beehive Peak";
Sunday 3/15/20;NA;"0.2/2"" Brackett
0.2/2"" Shower
0.5/5"" Lone";"0.8/8"" Carrot
1.1/9"" Black Bear
/ 
0.8/8"" Fisher";"5-15 G10-30
20-30 Bridger";"S-SE
E Bridger";"Snowmobiler triggred slide near Lulu Pass, Cooke City;Natural new snow slab avalanches, Cooke;Natural Cornice break and wet loose in Alex Lowe Basin;Ski Cuts - New Snow Avalanches near Hebgen Lake";
Saturday 3/14/20;NA;"0.1/1"" Bridger
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";20-30 G30-50;E-S-SW;;
Friday 3/13/20;NA;"0.1/1"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G15-25;"SW-S
E in Bridgers";;
Thursday 3/12/20;NA;"0.0/0"" Brackett
0.5/7"" Shower
0.1/1"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
/ 
0.1/1"" Fisher";10-20 G30-45;W-NW;Skier triggered small soft slab, Southern Madisons;
Wednesday 3/11/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-30 G40-50;W-SW;;
Tuesday 3/10/20;NA;"0.2/3"" Brackett
0.6/7"" Shower
0.5/9"" Lobo";"0.3/4"" Carrot
0.3/3"" Madison
/ 
0.5/8"" Fisher";10-20 G35;"W
NW Cooke";"Many natural and skier triggered wind slabs in Bridgers;Cornice triggered avalanche in Republic Creek, Cooke";
Monday 3/9/20;NA;"0.2/2"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";5-15 G25;SW-W;;
Sunday 3/8/20;NA;"0.5/7"" Bridger
0.4/4"" Shower
0.4/4"" Timber";"0.4/4"" Carrot
0.5/5"" Madison
/ 
0.2/2"" Fisher";"10-25; G35 Cooke";W;"Natural Dry, Loose Avalanches on Blackmore;Skier triggered avalanches in the new snow on Saddle Peak;Natural Wet, Loose Avalanches Hyalite ;Skier triggered avalanches in the new snow in Middle Basin";
Saturday 3/7/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";15-30 G30-50;S-W;"Natural wet loose near Cooke and Livingston;Cornice triggered avalanche north of Mt. Blackmore;Natural wet avalanches in Pine Creek, Livingston";No freeze overnight in northern ranges.
Friday 3/6/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-30 G30-50;S-W;;
Thursday 3/5/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.2/2"" Fisher";10-15 G30;W;"Small skier triggered wet loose slides in Bridgers;Cornice triggered wind slab near Cooke;Cracking wind slab on Skyline Ridge";
Wednesday 3/4/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";20-40 G55;SW;;
Tuesday 3/3/20;NA;"0.2/2"" Bridger
0.2/2"" Shower
0.1/1"" Lobo";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.2/3"" Fisher";"15-30 G40
(G65 Hyalite)";W-SW;;
Monday 3/2/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-25 G30-45;"W
(SW-NW)";Natural Cornice Collapse in 2nd Yellowmule;
Sunday 3/1/20;NA;"0.1/2"" Bridger
0.5/5"" Shower
0.2/2"" Lone";"0.1/1"" Carrot
0.1/2"" Madison
/ 
0.2/3"" Fisher";5-20;NNW;;
Saturday 2/29/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";20-30 G40-50;S-SW;Natural above East rosebud lake;
Friday 2/28/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";10-20 G30-35;SW-NW;;
Thursday 2/27/20;NA;"0.0/0"" Bridger
0.1/1"" Shower
0.1/1"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
/ 
0.3/3"" Fisher";10-20 G25-40;W-NW;"Big collapse at Specimen Creek;Snowcat triggered avalanche in Swan Creek;Natural small wind slab and dry loose near Cooke;Skier triggered small slab and natural loose on Black Mtn. Absaroka;Cornice triggered avalanche on Ramshorn Peak";
Wednesday 2/26/20;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-20 G35;W-NW;"Cornice triggered avalanche in Hourglass, Bridgers;Natural avalanche in Divide Cirque";
Tuesday 2/25/20;NA;"1.0/15"" Bridger
1.0/20"" Shower
0.4/7"" Timber";"0.1/1"" Carrot
0.0/0"" Madison
/ 
0.1/2"" Fisher";10-15 G30;"W Northern Ranges
NW-N Southern Ranges";Small natural and snowmobile triggered windslabs near Cooke City;
Monday 2/24/20;NA;"0.2/2"" Brackett
0.3/3"" Shower
0.2/3"" Lone";"0.0/0"" Carrot
0.1/1"" Madison
/ 
0.3/3"" Fisher";15-25 G30-50;W-NW;Snowmobile Triggered Avalanche in the Gravelly Range;
Sunday 2/23/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-25 G20-30;"W-SW
NW Cooke";;
Saturday 2/22/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G30-40;W-SW;"Snowmobile triggered on Scotch Bonnet, Cooke City;Small natural wet loose and wind slab in S. Gallatins;Natural avalanche on Sphinx";
Friday 2/21/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20 G25-35;W-S;"Natural on Wolverine Peak Cooke City;Snowmobile triggered small slope Lionhead";
Thursday 2/20/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-20;"W-S
N in Cooke";"Skier triggered thin slab in Bridgers;Skier triggered slab near Cooke";
Wednesday 2/19/20;NA;"0.1/2"" Brackett
0.1/1"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.1/2"" Fisher";5-10 G20;W-N;;
Tuesday 2/18/20;NA;"0.3/9"" Bridger
0.3/5"" Shower
0.2/3"" Lobo";"0.2/3"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-10 G20;W-SW;"Snowmobiler triggered small avalanche near Goose Lake;Natural Avalanches, Wilson Peak;Naturals near Flathead Pass;Natural Avalanche in Absarokas;Natural avalanche Pine Creek;Naturals in Storm Castle Creek";
Monday 2/17/20;NA;"0.3/4"" Brackett
0.2/2"" Shower
0.1/2"" Timber";"0.2/3"" Carrot
0.1/2"" Madison
/ 
0.3/3"" Fisher";15 G20-40;W-NW;Sledder triggered on Buck Ridge;
Sunday 2/16/20;NA;"0.2/4"" Brackett
0.2/4"" Shower
0.3/9"" Timber";"0.2/4"" Carrot
0.3/4"" Madison
/ 
0.3/4"" Fisher";10-20 G 35;W-SW;"Natural avalanche on Chestnut Mountain, N. Gallatins;Wolverine Bowl natural avalanche, Bridgers;Shooting cracks on Mt Blackmore;Natural Avalanche Mill Creek, Absarokas;Collapsing/Whumphing at Bear Canyon;Big Deep Slabs in Maid of the Mist, Hyalite;Many large, destructive slides on Emigrant Peak";
Saturday 2/15/20;NA;"0.6/6"" Bridger
0.3/5"" Shower
0.2/3"" Timber";"0.4/5"" Carrot
0.0/0"" Madison
/ 
0.4/7"" Fisher";"10-25 G30-40
G53 Hyalite";SW-W;"Collapsing and cracking in the southern Gallatins;Snowbiker triggered slide in Taylor's Fork;Many natural avalanches on Mt Blackmore;Collapsing and Cracking on Black Mtn, N Madison;Big natural avalanches on Flathead Pass";
Friday 2/14/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";"10-40
G55 Hyalite
G64 Big Sky";S-W;"Large natural avalanche in Divide Basin, Hyalite;Large natural avalanche in Middle/Bear Basin;Natural avalanche on Alex Lowe Peak;Natural avalanche east of the top of Lick Creek;2 slides in a week on Knowles Peak, Paradise Valley;Large natural on E side Woody Ridge, Cooke;Natural Avalanche up Moose Jaw, Storm Castle Ridge";
Thursday 2/13/20;NA;"0.2/6"" Bridger
0.1/2"" Shower
0.1/2"" Timber";"0.1/2"" Carrot
0.0/0"" Madison
/ 
0.1/2"" Fisher";10-20;W-NW;"Snowmobile Triggered Slide in McAtee Basin;Cornice fall triggered soft slab slab in Spanish Peaks;Two large slides on Wheeler Mtn";
Wednesday 2/12/20;NA;"0.5/5"" Brackett
0.5/5"" Shower
0.3/5"" Timber";"0.3/4"" Carrot
0.2/3"" Madison
/ 
0.6/6"" Fisher";10-25;W-N;Remotely triggered avalanches on Garnet Mtn.;
Tuesday 2/11/20;NA;"0.0/0"" Bridger
0.1/1"" Shower
0.1/1"" Lobo";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";10-20 G30;W-S;"Collapsing and Cracking on Mt. Ellis;Slides triggered in Deer Creek, N. Madison";
Monday 2/10/20;NA;"0.6/11"" Bridger
0.4/4"" Shower
0.4/5"" Lone";"0.1/1"" Carrot
0.0/0"" Madison
/ 
0.3/3"" Fisher";10-20 G30-40;W-NW;;
Sunday 2/9/20;NA;"0.5/6"" Brackett
0.9/10"" Shower
0.4/3"" Lone";"0.2/2"" Carrot
0.0/0"" Madison
/ 
0.3/2"" Fisher";5-15 G30-40;NW-NE;"Truman Gulch Natural Deep Slabs;Small natural and human triggered avalanches in Cooke;Wind slab avalanche on Ross Peak, Bridgers;Collapsing and cracking on Little Ellis;Small avalanches in Tepee Basin, N. Madison;Many naturals near Flathead Pass";
Saturday 2/8/20;NA;"0.2/2"" Bridger
0.2/2"" Shower
0.2/2"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.6/6"" Fisher";10-30 G30-50;SW-W;"Snowmobile Triggered Avalanches, McAtee Basin;Snowmobiler triggered avalanches in Portal Ck, N. Gallatin;Natural avalanche on Cedar Mountian;Natural Avalanches West of Beehive Peak";
Friday 2/7/20;NA;"1.3/14"" Bridger
1.0/12"" Shower
0.9/24"" Bavaria";"0.7/10"" Carrot
0.9/11"" Lionhead
/ 
0.4/4"" Fisher";10-20 G35-40;NW-W;"Natural 3' storm slabs north of Bridger;Natural Avalanche in Muddy Creek, Buck Ridge;Natural avalanches on Wheeler Mtn, N. Gallatin;Several avalanches on Elephant Mtn on way to Mt. Blackmore";"@0600

AVALANCHE WARNING everywhere except Cooke"
Thursday 2/6/20;NA;"1.5/15"" Bridger
0.8/15"" Shower
0.6/11"" Timber";"0.6/10"" Carrot
0.6/13"" Lionhead
/ 
0.4/6"" Fisher";15-20 G40;W-NW;"Human triggered and natural on Buck Ridge;Small Natural storm snow avalanches in Gallatin Canyon;Skier triggered south face Texas meadow;Widespread cracking and collapses on Little Ellis;Natural avalanche near Ross Peak;Natural Deep Slab Saddle Peak";"@0600 and 6% density

AVALANCHE WARNING everywhere except Cooke"
Wednesday 2/5/20;NA;"0.3/10"" Bridger
0.2/2"" Shower
0.3/8"" Bavaria";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.2/2"" Fisher";10-20 G30-40;W;Small avalanche triggered under Dribbles Ice Climb in Hyalite;
Tuesday 2/4/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lobo";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G25;E-NE-N-NW-W;"Natural Avalanche in Pinnacles, Bridger Range;Collapsing, cracking and recent natural avalanche in northern Bridgers;Small natural slide in Tepee Basin, S. Madison";
Monday 2/3/20;NA;"1.3/14"" Bridger
0.6/9"" Shower
0.4/10"" Timber";"0.7/8"" Carrot
0.8/9"" Madison
/ 
0.4/7"" Fisher";"5-15 G20-30
25 G54 Bridger";E-NE-N;"Cooke City Deep Slab Natural;Cooke City Wind Slab;Natural Avalanche in Northern Madison Range;Natural Avalanches on the west side of the Bridger Range;Natural avalanche near Ross Peak, Bridgers";
Sunday 2/2/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";"15-50
G155 Big Sky
G76 Hyalite
G52 Cooke
G64 T Fork";SW;"Small avalanche triggered in new snow by ice climber, Hyalite;Natural avalanche in Great One, Bridger Range;Reas Peak - Natural Avalanche";
Saturday 2/1/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.1/1"" Fisher";"15-35
G60 Hyalite";SW-W;"Natural avalanche on Cedar Mtn.;Snowmobile triggered big slides on Skyline Ridge;Snowmobile triggered wind slab Crown Butte;Wind Slabs on Woody Ridge;Town Hill Avalanche, Cooke City";
Friday 1/31/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";15-30 G45;SW-NW;;
Thursday 1/30/20;NA;"0.2/2"" Brackett
0.1/2"" Shower
0.1/2"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";15 G20-35;W-SW;"Human triggered wind slab on Lulu;Large Natural Avalanche on Fan Mtn.;Thin natural wind slabs in Cooke City;Natural avalanche in wind-loaded snow near Mt Bole, Hyalite";
Wednesday 1/29/20;NA;"0.3/3"" Brackett
0.1/1"" Shower
0.2/4"" Timber";"0.2/3"" Carrot
0.4/5"" Madison
/ 
0.2/3"" Fisher";5-15 G25;SW-N;;
Tuesday 1/28/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.2/2"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";5-15 G30;W-S;Small Wind Slab on Mt. Blackmore;
Monday 1/27/20;NA;"1.2/7"" Bridger
0.4/4"" Shower
0.3/3"" Timber";"0.5/5"" Carrot
0.4/4"" Madison
/ 
0.3/3"" Fisher";"5-10 G15
G24 Bridgers";SW-NW;Natural Avalanche on Naya Nuki;24 hr Storm total @0800
Sunday 1/26/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.1/1"" Madison
/ 
0.3/3"" Fisher";5-20 G25-30;W-SW;;
Saturday 1/25/20;NA;"0.2/2"" Brackett
0.1/1"" Shower
0.1/1"" Timber";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.1/1"" Fisher";10-20 G25-40;W;;
Friday 1/24/20;NA;"0.2/2"" Brackett
0.2/2"" Shower
0.1/1"" Lobo";"0.2/2"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";5-15 G30;S-W;"Explosive triggered Deep Slab Avalanche at Big Sky;Natural on Alex Lowe peak";
Thursday 1/23/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.1/1"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";10-15 G25;W-SW;Large Collapse near Ross Peak;Light freezing drizzle and rain at low elevations
Wednesday 1/22/20;NA;"0.2/2"" Bridger
0.3/4"" Shower
0.3/6"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.2/2"" Fisher";10-15 G35;W-SW;;
Tuesday 1/21/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.1/1"" Lobo";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.2/2"" Fisher";10-20 G30, G45 in Hyalite;SW;;
Monday 1/20/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";5-15 G20-25;"SW-W
NW Cooke";"Natural Avalanche Meridian Peak;Natural Avalanche Wolverine Peak;Snowmobile Triggered Avalanche Lionhead;Snowmobile Triggered Avalanche McAtee Basin";
Sunday 1/19/20;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.1/3"" Bavaria";"0.1/3"" Beaver
0.1/3"" Lionhead
/ 
0.1/3"" Fisher";5-15 G20-30;W-SW;"Natural cornice triggered Lionhead Ridge;Skier triggered north of Bridger;Collapsing at Taylor Fork;Snowmobile triggered on Cedar;Snowmobile triggered near Reas Peak;Collapses and Whumphs west side Bridgers;Natural Deep Slab Avalanche Hayden Headwall";
Saturday 1/18/20;NA;"1.0/9"" Bridger
0.3/6"" Shower
0.4/9"" Lookout";"0.3/5"" Carrot
0.3/6"" Madison
/ 
0.1/2"" Fisher";15-25 G 30-40;S-W;"Cornice triggered deep slab in Argentina Bowl;Skier triggered Avalanche north of Divide Peak.;Skiers triggered 2 large slides Flanders Mtn.;Snowmobile triggered in Taylor Fork;Skier triggered small slide Mount Wheeler;Cracking/Collapsing on Bridger Ridge";
Friday 1/17/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Lone";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.0/0"" Fisher";"10-25 G25-45
G60 Hyalite";SW-SE;"Large natural avalanche near Hardscrabble Peak;Natural Avalanche on Lionhead Ridge";
Thursday 1/16/20;NA;"0.0/0"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.0/0"" Fisher";20-30 G45, G65Hyalite;S-SW;"Two big snowmobile triggered on Henderson Mtn., Cooke City;Large natural avalanche in northern Bridgers;Natural near Cooke;Natural avalanche north of Lulu Pass, Cooke City";
Wednesday 1/15/20;NA;"0.3/9"" Bridger
0.2/4"" Shower
0.1/2"" Lobo";"0.2/4"" Carrot
0.2/4"" Madison
/ 
0.4/6"" Fisher";15-25 G40;W-SW;"Skier triggered avalanche near Saddle Peak;A couple of thin, natural avalanches near Cooke City;Bat Ears Couloir and Bear Basin avalanches;Whumphing at Big Horn Peak, S. Gallatin Range";
Tuesday 1/14/20;NA;"0.2/5"" Bridger
0.0/0"" Shower
0.0/0"" Lobo";"0.3/3"" Carrot
0.4/4"" Madison
/ 
0.4/4"" Fisher";10-20 G35;SW;"Beehive East Ridge;Large natural avalanche on Mt. Fox, Cooke City;Snowmobile Triggered Avalanche in Taylor Fork";
Monday 1/13/20;NA;"0.4/7"" Brackett
0.1/1"" Shower
0.3/4"" Timber";"0.7/7"" Carrot
1.0/12"" Madison
/ 
0.6/6"" Fisher";"15-30
G30-50";S-SW;"18-24"" Wind Slab North of Bridger Bowl;Remote Trigger Meridian Peak";@0600
Sunday 1/12/20;NA;"0.1/1"" Brackett
0.2/2"" Shower
0.3/7"" Timber";"0.3/3"" Carrot
0.3/3"" Madison
/ 
0.3/4"" Fisher";15-20 G25-35;W-SW;;
Saturday 1/11/20;NA;"0.2/2"" Brackett
0.2/2"" Shower
0.3/11"" Timber";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.1/1"" Fisher";20-30 G30-50;S-W;Natural Avalanches on Buck Ridge;
Friday 1/10/20;NA;"0.5/7"" Bridger
0.4/7"" Shower
0.3/5"" Bavaria";"0.1/1"" Carrot
0.1/2"" Madison
/ 
0.2/2"" Fisher";15-20 G30;W-NW;"Skier triggered slide on Saddle Pk;Snowmobile Triggered Slide on Chimney Rock;YC Patrol triggered avalanche to ground";
Thursday 1/9/20;NA;"0.6/8"" Bridger
0.1/1"" Shower
0.4/6"" Timber";"0.3/3"" Carrot
0.1/1"" Madison
/ 
0.4/4"" Fisher";10-15 G30;W-SW;"Avalanche on Hebgen Lake Road Cut;Natural Avalanche near Buck Ridge;Windslab in Middle Basin";
Wednesday 1/8/20;NA;"0.1/1"" Brackett
0.0/0"" Shower
0.0/0"" Timber";"0.1/1"" Carrot
0.1/1"" Madison
/ 
0.6/6"" Fisher";15-20 G25-45;SW;"Skier triggered avalanche on Town Hill, Cooke City;Natural Avalanche on Miller Ridge";
Tuesday 1/7/20;NA;"0.1/1"" Bridger
0.1/1"" Shower
0.2/3"" Timber";"0.3/3"" Carrot
0.5/8"" Madison
/ 
0.9/10"" Fisher";"10-20 West Yellowstone/ Cooke
15-30 Big Sky - Bridgers";W-SW;Skier triggered avalanche in N. Madison;
Monday 1/6/20;NA;"0.0/0"" Bridger
0.1/1"" Shower
0.1/2"" Lone";"0.2/2"" Carrot
0.2/2"" Madison
/ 
0.2/2"" Fisher";"25-40
G40-55";W-SW;;
Sunday 1/5/20;NA;"0.1/1"" Brackett
0.1/1"" Shower
0.1/2"" Timber";"0.0/0"" Carrot
0.0/0"" Lionhead
/ 
0.2/2"" Fisher";"20-35 
G40-65";SW-W;Middle Basin Cornice Fall;
Saturday 1/4/20;NA;"0.0/0"" Bridger
0.0/0"" Shower
0.0/0"" Timber";"0.0/0"" Carrot
0.0/0"" Madison
/ 
0.3/3"" Fisher";"20-30 G35-50
10 G20 Lionhead/Cooke";S-W;"Bridger patrol triggered deep slab;Three snowmobilers caught in very large slide on Buck Ridge;Small avalanches in Hyalite on Flanders and the Mummy;Shooting cracks at Ross Peak, Bridgers;Deep slab avalanches triggered by Big Sky patrol;Cooke City lots of settling & cracking of the snow";
